eng_id,Код двигателя,Мощность (kw) от,Мощность (kw) до,Мощность (л.с.) от,Мощность (л.с.) до,Объем двигателя (л.),Диаметр цилиндра (мм),Количество цилиндров,Количество клапанов,Тип топлива двигателя
23538,SPJA,71,,97,,1.4,76,4,16,бензин
45874,E400V6,160,300,218,408,,,,,электричество
42121,OHVG,63,64,86,87,1.7,87.3,4,8,бензин
31235,Z6Y1,77,85,105,116,1.6,78,4,16,бензин
28609,D14A6,66,,90,,1.4,75,4,16,бензин
22970,D 0836 LFL 53,176,,240,,6.9,108,6,24,Дизель
48388,H4D 470,67,,91,,1,72.2,3,12,Бензин/газ
4553,H23A3,116,,158,,2.3,87,4,16,бензин
33407,4B20M1,145,148,197,201,2,83,4,16,бензин
33141,R9M 453,92,118,125,160,1.6,80,4,16,Дизель
31932,D 2676 LF 36,324,,440,,12.4,126,6,24,Дизель
26769,M9T 676,74,92,101,125,2.3,85,4,16,Дизель
52445,YS200XYS78,68,,92,,,,,,электричество
37995,ISLe290 30,213,,290,,8.8,114,6,24,Дизель
44862,RZ4EE6R,88,,120,,1.9,80,4,16,Дизель
36346,L35(262CUL6),142,149,192,203,4.3,101.6,6,12,бензин
15340,AVP,265,,360,,4.2,84.5,8,40,бензин
27509,Phaser 210Ti,154,155,209,210,6,100,6,12,Дизель
3929,B 200 G,80,89,109,121,2,88.9,4,8,бензин
32023,BJ491EQ4A,70,,95,,2,91,4,8,бензин
30544,U3CA,85,,115,,1.6,75,4,8,Дизель
51249,BM15LC,79,,107,,1.5,75,4,16,бензин
18370,G10,36,52,48,70,1,74,3,6,бензин
20696,G6CU,140,145,190,197,3.5,93,6,24,бензин
13893,AFK,74,,101,,1.4,76.5,4,16,бензин
26843,A09C-TU,235,239,320,325,8.9,112,6,24,Дизель
42192,F1C,100,114,136,155,3,95.8,4,16,Дизель
28891,PX-7 208,208,209,283,284,6.7,107,6,24,Дизель
1255,LA,50,53,68,72,1.6,87.68,4,8,бензин
11915,XF 355 M,355,,483,,12.6,130,6,24,Дизель
16909,OM 542.940,350,375,476,510,15.9,130,8,32,Дизель
46524,C30PDTX,257,298,350,405,3,85.344,6,24,бензин
22176,CBEA,103,,140,,2,81,4,16,Дизель
16310,G9T 710,85,95,115,130,2.2,87,4,16,Дизель
33933,15S4G,119,,162,,1.5,75,4,16,бензин
243,ADW,79,,107,,2,82.5,4,8,бензин
41121,LIY190,115,,156,,1.3,80,3,12,бензин
41164,D 2676 LOH 06,235,,320,,12.4,126,6,24,Дизель
28146,DC 09.115,228,,310,,9.3,130,5,20,Дизель
3523,B234I,107,112,146,152,2.3,90,4,16,бензин
40554,SFG15TR,80,82,109,111,1.5,,4,16,бензин
18295,F8Q 622,47,,64,,1.9,80,4,8,Дизель
53706,DXRB,110,,150,,2,81,4,16,Дизель
50481,TZ180XS113,120,,163,,,,,,электричество
26162,BTL,80,85,109,116,2,82.5,4,8,бензин
2132,M 111.940,100,,136,,2,89.9,4,16,бензин
40663,G4FM,90,,122,,1.6,75.6,4,16,бензин
6134,OM 422.956,243,,330,,14.6,128,8,16,Дизель
38370,289,143,,194,,4.7,101.6,8,16,бензин
49339,Q23-132E60,97,,132,,2.3,87,4,8,Дизель
34619,YC6J200-46,147,,200,,6.5,105,6,24,Дизель
19879,Z 22 SE,108,,147,,2.2,86,4,16,бензин
34006,4G15V,82,,112,,1.5,76,4,16,бензин
45661,ZXDDI23-6A,120,,163,,2.3,,4,16,Дизель
20666,J30A4,177,184,241,250,3,86,6,24,бензин
16373,F3R 768,84,85,114,116,2,82.7,4,8,бензин
55117,SQRH4J15,105,,143,,1.5,77,4,16,бензин
4973,ABD,40,44,54,60,1.4,75,4,8,бензин
53086,JEAAGB,110,,150,,,,,,электричество
42594,AJ0N,162,162,220,220,3,89,6,24,бензин
18235,18 K4K,107,118,146,160,1.8,80,4,16,бензин
27786,D12.38-30,279,,379,,11.6,126,6,24,Дизель
36009,YLCB,176,,240,,2,84,4,16,Дизель
30530,UNCA,118,,160,,1.5,79,4,16,бензин
33436,M 276.853,245,,333,,3.5,92.9,6,24,бензин
23128,D 0824 LFL 03,114,,155,,4.6,108,4,8,Дизель
33869,4J12,141,,192,,2.4,88,4,16,бензин
30341,GW2.8TC-2,70,,95,,2.8,93,4,8,Дизель
49930,GMH 344 (Black),225,231,306,314,5.6,102.4,8,16,бензин
54148,DXRC,85,,116,,2,81,4,16,Дизель
17203,BF 4L 913,65,78,88,106,4.1,102,4,8,Дизель
36138,LFV,119,125,162,1709,1.5,74,4,16,бензин
1887,454,151,,205,,2,82,6,12,бензин
30455,AF11-05,47,,64,,1.1,65.5,4,16,Бензин/газ
34909,GW4B13,102,,139,,1.3,78.7,4,16,бензин
44170,TZ268XYAH4,135,,184,,,,,,электричество
25965,178 E7.000,74,75,101,102,1.6,80.5,4,16,бензин
30913,CSRA,81,,110,,1.6,76.5,4,16,бензин
589,170B (XN1T),57,62,78,84,2,88,4,8,бензин
18506,AODA,107,,145,,2,87.5,4,16,бензин
4479,NY,63,66,85,90,2,84,6,12,бензин
37111,EM16,115,160,156,218,,,,,электричество
37022,TD42T,87,,118,,4.2,96,6,12,Дизель
30825,G 10,50,,68,,1,,4,8,бензин
20930,D19AA,88,,120,,1.9,82,4,8,Дизель
23148,D 0826 LE 527,169,,230,,6.9,108,6,12,Дизель
40250,LT5 (376CUV8),563,,765,,6.2,103.251,8,16,бензин
44541,EQ465i2-30,39,,53,,1,,4,16,бензин
20539,2H0,103,104,140,141,1.8,80.5,4,16,бензин
24943,CGLD,120,,163,,2,81,4,16,Дизель
25791,G8DF,80,,109,,1.6,75,4,16,Дизель
23147,D 0826 LE 524,125,132,170,180,6.9,108,6,12,Дизель
36103,TZ200XS5UR,80,,109,,,,,,электричество
39349,TZ270-XSDJ010,60,,82,,,,,,электричество
42441,DP20,162,162,220,220,2,90.8,4,16,бензин
28099,CPWA,81,,110,,1.4,74.5,4,16,Бензин/газ
3693,X3Y2,59,,80,,1.4,76.7,4,8,бензин
24431,TBWA,107,,145,,2,87.5,4,16,Бензин/спирт
41373,YHS (DV5RCE),81,,110,,1.5,75,4,16,Дизель
16956,OM 403.933,261,,355,,16,125,10,20,Дизель
4992,CR,39,40,52,54,1.6,76.5,4,8,Дизель
36114,TZ220XSA5H02,132,,179,,,,,,электричество
1113,4AB,50,52,68,71,2.5,93.67,4,8,Дизель
2566,Z24S,70,79,95,107,2.4,89,4,8,бензин
38181,WP10.290,213,,290,,9.7,126,6,12,Дизель
16577,OM 327.919,125,,170,,8,115,6,12,Дизель
43032,B21,47,51,64,69,2,72,6,12,бензин
34706,JL466QC,51,,69,,1,66,4,16,бензин
26637,F1AE0481V,93,,126,,2.3,88,4,16,Дизель
47650,180Z (XU5J),76,,103,,1.6,83,4,8,бензин
4285,RFW (XU10J2U),80,,109,,2,86,4,8,бензин
14509,MIDR 04.02.26 A/4,99,100,135,136,4.1,102,4,8,Дизель
49411,DFMB20,108,,147,,2,,4,16,бензин
4368,138 A1.000,48,,65,,1.3,86.4,4,8,бензин
12087,L1L,70,,95,,1.6,76,4,16,бензин
32895,K9K 657,80,81,109,110,1.5,76,4,8,Дизель
42513,B630WM,184,202,250,275,3,83,6,24,Дизель
22196,M9R 800,127,,173,,2,84,4,16,Дизель
42283,LA273,132,175,180,238,4.5,92.07,8,16,бензин
23607,F16D3,77,,105,,1.6,79,4,16,бензин
27047,4G69-S4N,89,100,121,136,2.4,87,4,16,Бензин/газ
18449,939 A2.000,110,,150,,1.9,82,4,16,Дизель
26766,BWS,220,,300,,3.6,89,6,24,бензин
42581,HFE,100,,136,,,,,,электричество
27084,6M70-9AT4,309,,420,,12.9,135,6,24,Дизель
43541,4G54-T,140,,190,,2.6,91.1,4,8,бензин
24359,J4F,44,,60,,1.3,74,4,8,бензин
24096,HXJA,88,89,120,121,1.6,79,4,16,бензин
35299,5GC (EP6FADTX),165,,224,,1.6,77,4,16,бензин
3719,1E-L,40,,54,,1,70.5,4,12,бензин
29461,R20A5,112,,152,,2,81,4,16,бензин
28857,M 121.921,77,,105,,1.9,85,4,8,бензин
45742,DCUD,338,,460,,4,86,8,32,бензин
33092,DFMA,135,,184,,2,81,4,16,Дизель
29324,GA491Q-EB,75,76,102,103,2.2,91,4,8,бензин
43823,LSN,82,82,112,112,1.9,82,4,8,бензин
32123,F3HFE611B,368,,500,,12.9,135,6,24,Дизель
18979,D9B340,250,,340,,9.4,120,6,24,Дизель
17726,M 110.932,105,,143,,2.7,86,6,12,бензин
48518,DTJA,162,,220,,2,,4,16,бензин
1236,JLA,44,,60,,1.3,73.96,4,8,бензин
44624,LJ469Q-AEB,67,,91,,1.2,,4,16,бензин
28576,GW4C20,138,160,188,218,2,82.5,4,16,бензин
33186,M9MC,134,,182,,1.5,79,4,16,бензин
40700,YC6L310-40,228,,310,,8.4,113,6,24,Дизель
53544,B38 K15 A,170,,231,,1.5,82,3,12,бензин
30529,G6DF,183,199,260,271,3.3,92,6,24,бензин
21592,CAXA,90,,122,,1.4,76.5,4,16,бензин
43725,M510,8,8,11,11,0.5,85,1,2,Дизель
27879,911.92,110,,150,,2.7,90,6,12,бензин
21266,WJY (DW8),51,,69,,1.9,82.2,4,8,Дизель
4662,M 111.944,132,141,180,192,2,89.9,4,16,бензин
40317,DE170,170,,231,,6.4,102,6,18,Дизель
6665,WS 268 M,268,,365,,11.6,130,6,12,Дизель
43867,CA4GE74LPG,70,70,95,95,1.8,84.2,4,8,Бензин/газ
2482,LD20,43,51,58,69,2,85,4,8,Дизель
11134,D 2866 LUH 26,228,,310,,12,128,6,12,Дизель
49881,2NR-VEX,67,82,91,111,1.5,72.5,4,16,бензин
24769,263 A4.000,66,,90,,1.6,79.5,4,16,Дизель
21605,GW413EF,65,68,88,92,1.3,78.7,4,16,бензин
33873,TNN4G13Z,73,,99,,1.3,,4,16,бензин
16091,ASV,81,,110,,1.9,79.5,4,8,Дизель
40322,SLTHT3,75,,102,,3.5,100,4,8,Дизель
50648,EC1,200,,272,,2,84,4,16,бензин
43622,407TCE,103,103,140,140,2.8,93,4,12,Дизель
39734,DPMA,185,,252,,2,,4,16,бензин
21750,OK01R,100,,136,,2,86,4,16,бензин
2983,M 44.09,118,,160,,2.5,100,4,8,бензин
41384,46348460,43,87,58,118,,,,,электричество
45962,DC 09.140,235,,320,,9.3,130,5,20,Дизель
34287,LG4,108,127,147,173,5,94.9,8,16,бензин
625,CRD93L (U25/661),54,55,73,75,2.5,93,4,8,Дизель
42863,2500,89,89,121,121,4.1,98.45,6,12,бензин
33182,M1DD,92,,125,,1,71.9,3,12,бензин
28361,M30 B30 (306KA),131,147,178,200,3,89,6,12,бензин
24027,ISB-215,158,,215,,5.9,102,6,24,Дизель
16787,D12D460,338,,460,,12.1,131,6,24,Дизель
36435,LH6(325CUV8),216,224,305,,5.3,96,8,16,бензин
5647,D 2866 LOH 20,309,,420,,12,128,6,12,Дизель
16165,4HX (DW12TED4),98,,133,,2.2,85,4,16,Дизель
48305,HA0003N0,230,250,313,340,,,,,электричество
16314,YD22DDT,81,102,110,139,2.2,86,4,16,Дизель
25278,1NZ-FNE,68,,92,,1.5,75,4,16,Бензин/газ
45545,FA24D,170,172,231,234,2.4,,4,16,бензин
48160,46346020,84,96,114,131,1.6,79.5,4,16,Дизель
38316,DKDA,309,,420,,4,102,6,24,бензин
20945,BMP,103,,140,,2,81,4,8,Дизель
47600,DH12C380,280,,380,,12.1,131,6,24,Дизель
35625,T8CA,132,,180,,2,85,4,16,Дизель
6667,WS 222 G,222,,302,,11.6,130,6,12,Дизель
43710,101E000,17,17,23,23,0.8,61.8,4,8,бензин
33061,ZD30D13-4N2,96,,131,,3,96,4,16,Дизель
1374,NWR,66,,90,,2,84,6,12,бензин
38365,302F,105,216,143,294,4.9,101.6,8,16,бензин
2506,RB25DET,172,206,234,280,2.5,86,6,24,бензин
51986,TZ240XYX3T06,320,,435,,,,,,электричество
34326,186 A9.000,88,,120,,1.9,82,4,8,Дизель
160,VM4HT/2,60,,82,,2,88,4,8,Дизель
10984,OM 447.978,184,,250,,12,128,6,12,Дизель
43054,YC,53,53,72,72,1.5,73.7,4,8,бензин
27441,LF481Q3,78,,106,,1.6,81,4,16,бензин
17401,BLP,85,,115,,1.6,76.5,4,16,бензин
21259,2L-TII,60,71,82,97,2.4,92,4,8,Дизель
36542,ZMZ-409051,110,,150,,2.7,95.5,4,16,бензин
18027,BKN,150,,204,,3,83,6,24,Дизель
8150,OM 366.983,150,,204,,6,97.5,6,12,Дизель
28136,DC 13.121,324,324,440,441,12.7,130,6,24,Дизель
38003,ISZ480 41,331,,450,,13,130,6,24,Дизель
17544,OM 612.990,170,,231,,3,88,5,20,Дизель
8222,OM 441.998,230,,313,,11,128,6,12,Дизель
49625,CE(AJ27),209,272,284,370,4,86,8,32,бензин
50176,E400V5,165,,224,,,,,,электричество
44346,SWEC20M,96,,131,,2,,4,16,Бензин/газ
45144,D12C5-517E0,380,,517,,12.1,131,6,24,Дизель
15308,NFU (TU5JP4),80,90,109,122,1.6,78.5,4,16,Бензин/спирт
28525,LUK,136,147,185,200,2.4,88,4,16,бензин
52447,TZ210XS2F0,150,,204,,,,,,электричество
37641,LIY,120,,163,,1.3,80,3,12,бензин
35207,EDD,129,,175,,2.4,88,4,16,бензин
2532,TD27,58,76,79,103,2.7,96,4,8,Дизель
33243,BYD483QA,90,,122,,1.8,83,4,16,бензин
23842,3UR-FE,266,285,362,388,5.7,94,8,32,бензин
45245,YN27CRD2,60,,82,,2.7,90,4,16,Дизель
44782,YC6MK400-50,294,,400,,10.3,123,6,24,Дизель
29796,JM495QF,110,,150,,2.7,95,4,16,бензин
45407,DMZB,130,,177,,2,81,4,16,Дизель
6739,FE6,117,120,160,163,6.9,108,6,12,Дизель
38499,BK,33,40,45,54,1.3,77,4,8,Спирт
34182,NKZ (4A92),85,86,116,117,1.6,75,4,16,бензин
53869,D 1556 LOH 20,243,,330,,9,115,6,24,Дизель
2767,KAY (TU3CP),44,,60,,1.4,75,4,8,бензин
36105,M 156 E,316,,430,,3,86.5,6,24,бензин
45003,BF-161,66,81,90,110,2.6,79.35,6,12,бензин
36884,JX493ZLQ4C,80,,109,,2.8,93,4,8,Дизель
50120,100C,93,97,126,132,2,66,6,12,бензин
54686,YA1,31,,42,,,,,,электричество
40543,IA1,70,,95,,,,,,электричество
39752,WP7.270E42,199,,271,,7.5,108,6,24,Дизель
1412,PRG,110,,150,,2.8,93,6,12,бензин
19831,KA20A,114,,155,,2,86,4,16,бензин
22048,D17A9,92,,125,,1.7,75,4,16,бензин
42987,ADCR,85,85,116,116,2.6,94,4,8,Дизель
39044,TZ230XSS11,90,,122,,,,,,электричество
49692,4JZ1-TCS,110,,150,,3,95.4,4,16,Дизель
36246,4RB2,102,,139,,2.4,,4,16,бензин
36737,DLRA,215,,292,,2,82.5,4,16,бензин
28624,8045.05,54,60,73,82,3.9,104,4,8,Дизель
15336,AWN,220,,299,,4.2,84.5,8,40,бензин
33467,EQ465i2-20,39,,53,,1,65.5,4,8,бензин
39748,DAM15KL,85,,116,,1.5,,4,16,бензин
44849,EJLU,198,258,269,351,,,,,электричество
40816,B4204T51,140,,190,,2,,4,16,бензин
38273,ISGe4-430,316,,430,,11.8,132,6,24,Дизель
39487,R18ZG,104,,141,,1.8,81,4,16,бензин
40285,HA4C-TI3K,88,,120,,3.8,104,4,8,Дизель
29587,B 10 XFT,85,,116,,1,74,3,12,бензин
2875,DFW (XU9J4Z),108,,147,,1.9,83,4,16,бензин
37446,H06C-T,110,,150,,6.5,108,6,12,Дизель
28927,D 2866 LF 01,265,,360,,12,128,6,12,Дизель
31336,CXUA,110,,150,,1.4,74.5,4,16,бензин
24461,SRFD,85,,115,,2.2,86,4,16,Дизель
27024,E13C-VA,353,360,480,490,12.9,137,6,24,Дизель
19913,9HX (DV6ATED4),66,68,90,92,1.6,75,4,16,Дизель
30068,P5,86,,117,,1.5,74.5,4,16,бензин
45877,D 0834 LF 05,166,,226,,4.6,108,4,16,Дизель
39946,M 936.992,222,,302,,7.7,110,6,24,Бензин/газ
21504,N6A (TU5JP4),78,83,106,113,1.6,78.5,4,16,Бензин/спирт
46085,K9K 878,85,,116,,1.5,76,4,8,Дизель
3269,F3P 714,65,70,88,95,1.8,82.7,4,8,бензин
7724,D 2865 LU 01,198,,270,,10,128,5,10,Дизель
5435,836 A2.000,137,,186,,2,84,4,16,бензин
43215,LC,67,67,91,91,3.2,88.9,6,12,бензин
46534,DSBA,110,,150,,1.4,74.5,4,16,бензин
22361,JX493ZQ-3,68,,92,,2.8,93,4,8,Дизель
37522,G4FL,84,85,114,116,1.5,75.6,4,16,бензин
6001,OM 442.961,260,269,354,365,14.6,128,8,16,Дизель
37624,D 2676 LF 80,316,,430,,12.4,126,6,24,Дизель
38055,CA6DL2-35E3U,261,,355,,8.6,112,6,24,Дизель
8797,DS 8.01 B10,155,,211,,7.8,115,6,12,Дизель
10087,AR 10832,143,,194,,2.6,80,8,16,бензин
4440,B4C,107,110,145,150,2.9,93,6,12,бензин
317,RS,55,,75,,1.8,81,4,8,бензин
18616,LE5,126,132,171,180,2.4,88,4,16,бензин
4056,DB,55,,75,,1.6,82,4,8,бензин
36359,L77(364CUV8),260,270,354,367,6,101.6,8,16,Бензин/спирт
31980,100A,21,22,29,30,0.9,65,4,8,бензин
37191,M20A-FXS,107,164,145,223,2,80.5,4,16,бензин
47093,D19TCIE1,75,,102,,1.9,80,4,16,Дизель
333,WE,75,85,102,115,2.2,79.5,5,10,бензин
28519,LUV,103,,140,,1.4,72.5,4,16,бензин
50165,M320,33,,45,,2,66,6,12,бензин
31198,M30 B28 (28EK0),147,,200,,2.8,86,6,12,бензин
19424,BWA,147,,200,,2,82.5,4,16,бензин
4015,ACU,80,81,108,110,2.5,81,5,10,бензин
20444,D4F 772,55,56,75,76,1.2,69,4,16,бензин
17288,LX9,147,150,200,204,3.5,94,6,12,бензин
9183,TD 121 G,235,243,320,330,12,130.17,6,12,Дизель
19166,OM 926.919,240,,326,,7.2,106,6,18,Дизель
24357,B5 (8 V),47,56,64,76,1.5,78,4,8,бензин
38568,G4FL,85,85,115,116,1.5,75.6,4,16,бензин
48381,LSD,130,,177,,1.5,74,4,16,бензин
47416,LJM20A,100,,136,,2,,4,16,бензин
40431,CA4DK1-22E51,162,,220,,4.8,108,4,16,Дизель
31239,CUUD,75,,102,,2,81,4,16,Дизель
20372,D 2676 LF 13,397,,540,,12.4,126,6,24,Дизель
46828,WP3NQ160E61,118,,160,,3,94,4,16,Дизель
53982,MC13.48-30,353,,480,,12.4,126,6,24,Дизель
26786,G6DG,196,199,266,271,3,92,6,24,бензин
15388,AR 32104,88,,120,,1.6,82,4,16,бензин
16443,H817,62,,84,,1.8,80,4,8,бензин
43835,ZMZ406,65,65,88,88,2.3,97.55,4,12,бензин
32032,DEUA,110,,150,,2,81,4,16,Дизель
41554,3176B,208,272,283,370,10.3,125,6,24,Дизель
36843,D 4204 T13,88,,120,,2,82,4,16,Дизель
39007,TZ370XSKL130,270,,367,,,,,,электричество
19470,FE6C,103,,140,,2,86,4,16,бензин
3126,C1J 760,69,77,105,,1.4,76,4,8,бензин
43719,LSF,64,64,87,87,1.9,82,4,8,бензин
41980,463 46 020,66,96,90,131,1.6,79.5,4,16,Дизель
39950,TZ154XS1001,33,37,45,50,,,,,электричество
32997,HMZ (EB2F),60,,82,,1.2,75,3,12,бензин
29583,B 6304 T3,242,,329,,3,82,6,24,бензин
37822,WP10NG336E51,247,,336,,9.7,126,6,24,Газ
22925,D4BH,59,78,80,106,2.5,91.1,4,8,Дизель
23085,D 2066 LF 20,235,,320,,10.5,120,6,24,Дизель
3032,810-02/97,40,,54,,1.3,73,4,8,бензин
841,F 106 AB,153,188,208,256,2.9,81,8,16,бензин
18069,TD 226-4,63,,86,,4.2,105,4,8,Дизель
26878,G4LA,51,65,69,88,1.25,71,4,16,Бензин/газ
42937,B94P,82,82,112,112,2,84.8,4,8,бензин
4831,T8A (DJ5T),76,,103,,2.5,92,4,12,Дизель
35073,S5Y2,77,,105,,1.5,76,4,16,Дизель
25668,CKVC,180,,245,,3,83,6,24,Дизель
38237,WP12.375E55,276,,375,,11.6,126,6,24,Дизель
2625,17 S,55,61,75,83,1.7,88,4,8,бензин
20523,BML,177,,241,,3.2,84,6,24,бензин
31269,312 A5.000,57,63,77,86,0.9,80.5,2,8,Бензин/газ
29430,F10A,33,,45,,1,65.5,4,8,бензин
28542,B 4204 T9,225,,306,,2,82,4,16,бензин
32437,6081HRW43,114,129,155,175,8.1,115.8,6,12,Дизель
40952,JX493ZLQ-3,85,,116,,2.8,93,4,8,Дизель
34376,FA14,55,,75,,1.4,80,4,8,бензин
10410,8340.05.200,84,,114,,5.4,115,4,8,Дизель
32607,1NR-VE,70,72,97,98,1.3,72.5,4,16,бензин
9673,OM 541.921,315,,428,,11.9,130,6,24,Дизель
25711,508PS(AJ133),331,441,450,575,5,92.5,8,32,бензин
46188,1M08,68,85,92,116,1.5,80.5,3,12,бензин
49191,KM-25A,50,,68,,,,,,электричество
24020,D6BR,80,136,109,185,7.5,118,6,12,Дизель
29440,CTDA,245,,333,,3,84.5,6,24,бензин
37760,HFC4GB2.3E,85,,116,,1.5,,4,16,бензин
38369,98G,117,224,159,305,5.8,101.6,8,16,бензин
28802,OM 904.980,130,,177,,4.2,102,4,12,Дизель
32464,OM 646.701,80,100,109,136,2.2,88,4,16,Дизель
28066,JTWB,118,,160,,1.6,79,4,16,бензин
9179,TD 121 F,272,283,370,385,12,130.17,6,12,Дизель
53374,D 2676 LF AD,390,,530,,12.4,126,6,24,Дизель
41276,DK12C,67,,91,,1.2,69.7,4,16,бензин
2498,RB20DE,110,116,150,158,2,78,6,24,бензин
52421,F31A,81,,110,,1.5,,4,16,бензин
16362,E7J 626,55,,75,,1.4,75.8,4,8,бензин
38865,CA4DC2-12E4,91,,124,,3.2,98,4,8,Дизель
47691,JX4D30C5H,95,,129,,2.9,95,4,16,Дизель
33770,AHK (DW10FE),90,,122,,2,85,4,16,Дизель
45817,LEC3,79,,107,,1.5,73,4,16,бензин
42384,L26,92,92,125,125,3.8,96.52,6,12,бензин
9607,OM 402.928,176,,240,,12.8,125,8,16,Дизель
45393,DTSA,110,,150,,2,81,4,16,Дизель
20384,ECC,107,112,146,152,2,87.5,4,16,бензин
1119,4EA,74,,100,,2.5,93.67,4,8,Дизель
4009,ABL,50,,68,,1.9,79.5,4,8,Дизель
53868,D 1556 LOH 21,206,,280,,9,115,6,24,Дизель
16529,F9Q 760,60,75,82,102,1.9,80,4,8,Дизель
28541,B 4204 T11,180,186,245,253,2,82,4,16,бензин
44009,9A,28,28,38,38,0.9,62.9,4,8,бензин
44157,LFB13,107,,146,,2,81,4,16,бензин
39785,D 14 XFT,103,112,140,152,1.4,74,4,16,бензин
39188,K9K 502,81,81,110,110,1.5,76,4,8,Дизель
16874,8140.43S,92,,125,,2.8,94.4,4,8,Дизель
16966,OM 440.907,195,,265,,15.1,130,8,16,Дизель
40875,23 B,51,57,69,77,2.3,90.5,4,8,бензин
40743,WP7NG260E40,191,,260,,7.5,108,6,24,Газ
45210,DTTA,110,,150,,2,81,4,16,Дизель
15428,DC 16.02,353,,480,,15.6,127,8,32,Дизель
5213,M30 B33 (35/40 INAT),140,,190,,3.3,89,6,12,бензин
37515,LS2(364CUV8),290,362,394,492,6,101.6,8,16,бензин
18835,BMD,40,,54,,1.2,76.5,3,6,бензин
45026,DMGH,180,,245,,3,83,6,24,Дизель
45564,EM47,100,,136,,,,,,электричество
32434,6076TRW30,125,,170,,7.6,115.8,6,12,Дизель
20970,ARA,43,58,58,79,1,67.1,4,16,бензин
37776,YC6J210N-52,155,,211,,6.5,105,6,12,Газ
33773,SR20DE,92,121,125,165,2,86,4,16,бензин
33608,BG13-03,61,65,83,88,1.3,,4,16,бензин
25860,D 2865 LXF,191,235,260,320,10,128,5,10,Дизель
23083,D 2066 LF 18,294,,400,,10.5,120,6,24,Дизель
46014,TZ210XS001,170,,231,,,,,,электричество
47993,D 0226 MKFO/170,125,,170,,5.7,102,6,12,Дизель
1637,G32B,55,74,75,101,1.6,76.9,4,8,бензин
38498,BD,40,48,54,65,1.6,85.5,4,8,бензин
25769,2BN,18,19,24,26,1.8,95,2,4,Дизель
47247,WP3NQ140E50,103,,140,,3,94,4,16,Дизель
49517,M11-009545/006220,696,,946,,,,,,электричество
22903,M 160 E6AL B04,33,,45,,0.6,63.5,3,6,бензин
37300,LA2(61CUL4),44,49,60,67,1,68.5,4,8,бензин
31438,CUKC,115,,156,,1.4,74.5,4,16,бензин
17397,ES9 J4S,150,,204,,3,87,6,24,бензин
43996,178980,375,597,510,812,4,83,8,32,бензин
33905,SQRD4G20,90,,122,,2,83.5,4,16,бензин
26184,A 16 FDL,66,88,90,120,1.6,79.5,4,16,Дизель
26347,N47 D20 D,150,160,204,218,2,84,4,16,Дизель
7578,D 2865 LUH 02,198,,270,,10,128,5,10,Дизель
38187,EQB210 33,155,,211,,5.9,102,6,12,Дизель
39900,16LSEZ,70,80,95,109,1.6,82.07,4,8,Бензин/спирт
44863,DNAB,81,,110,,2,81,4,16,Дизель
1824,A112 B1.000,35,,48,,1,67.2,4,8,бензин
39972,TZ210XSD42,60,,82,,,,,,электричество
40757,ISLe350 30,258,,350,,8.8,114,6,24,Дизель
48015,D 2866 LFZR/290,213,,290,,12,128,6,12,Дизель
23243,OM 475.953,184,,250,,10,128,5,10,Дизель
39383,DFMA16,86,91,117,124,1.6,82.55,4,16,бензин
19912,RHR (DW10BTED4),100,101,136,138,2,85,4,16,Дизель
18399,F 131 B40,294,,400,,3.6,85,8,40,бензин
4865,F3R 750,80,85,109,115,2,82.7,4,8,бензин
13128,3RZ-FE,92,112,125,152,2.7,95,4,16,бензин
2972,M 31.01,125,,170,,2,86.5,4,8,бензин
45494,M9T 890,74,92,101,125,2.3,85,4,16,Дизель
5134,AK,35,,48,,1.6,85.5,4,8,бензин
38196,ISB210-50,155,,211,,5.9,102,6,24,Дизель
35892,DHVA,320,,435,,4,83,8,32,Дизель
17612,C 20 LET,150,,204,,2,86,4,16,бензин
934,146 A.048,33,,45,,0.9,65,4,8,бензин
43773,C46USEM,217,217,295,295,4.6,90.2,8,24,бензин
25953,CA4GA5,74,75,102,,1.5,73,4,16,бензин
7987,OM 621.931,29,,40,,2,87,4,8,Дизель
6131,OM 442.972,269,,366,,14.6,128,8,16,Дизель
16584,OM 327.940,125,,170,,8,115,6,12,Дизель
16177,F3R 728,84,85,114,116,2,82.7,4,8,бензин
46601,A156T2H,130,138,177,188,1.5,,4,16,бензин
25592,1FZ-FE,151,158,205,215,4.5,100,6,24,бензин
25007,D 5244 T18,147,155,200,211,2.4,81,5,20,Дизель
25395,8065.06.230,72,74,98,101,5.4,100,6,12,Дизель
54458,DH12C420,309,,420,,12.1,131,6,24,Дизель
36335,L26(231CUV6),149,,203,,3.8,96.5,6,12,бензин
26947,WF,65,68,88,92,1.9,87,4,8,бензин
50620,15AUL,37,,50,,1.5,73.025,4,8,бензин
19900,C 14 SE,60,,82,,1.4,77.6,4,8,бензин
22977,FS,85,,116,,2,83,4,16,бензин
4309,CB 22,38,,52,,1,76,3,6,бензин
4352,DHX (XUD9TF/L),66,68,90,92,1.9,83,4,8,Дизель
237,ABY,169,,230,,2.2,81,5,20,бензин
29455,K20Z2,115,,156,,2,86,4,16,бензин
26227,CTWA,245,,333,,3,84.5,6,24,бензин
5196,7P,194,,264,,5.3,90,12,24,бензин
40524,TZ195XSLJC30A,60,,82,,,,,,электричество
25774,BNY,73,78,99,106,1.8,81,4,8,Бензин/спирт
44159,SQRF4J20,187,,254,,2,,4,16,бензин
